objective;p01rcy;p02rcy;p03rcy;p04rcy;totalspend;p05spend;p05trans;p06rcy;p07rcy;p08rcy;p09rcy;p09tenure;p11rcy;p12rcy;p13rcy;p14rcy;p14tenure;p15rcy;p16spend;p16rcy;p16tenure;p16trans;p17rcy;totaltrans;acffempar;acfhuswife;acflonepar;acftotmar;acfwchcom;afem40to44;afp1child;afp2child;ahh2fam;ahh6ppers;amtenglish;amtfrench;amtmultlin;amtnengnon;amtsingres;amtspanish;amttagalog;anfamrel;bcwmpaid;bdw46to60;bdw86to91;bdwmaint;bdwmajor;bdwminor;bdwperroom;betbritish;betenglish;betfrench;betmulti;betsingle;bfi20to35;bfi50plus;bfiinca;bfiincm;bfiu20;bfps;bfpshealth;bfpshuman;bfsllabf;bfslonepar;bfslplabf;bfsmlabf;bhi20to35;bhi50plus;bhiinca;bhiincm;bhiincs;bhiu20;bhlenglish;bhlfrench;bhlnonoff;bimprovres;bimuk;bincgovp;bineflow;bineflowp;binf30plus;binf7to15;binfinca;binfincm;binfincs;binhhlow;binhhlowp;binm15to30;binm30plus;binm7to15;binmfemina;binminca;binmincm;binmincs;bknenglish;bknfren;blfmaempl;blfmaunemr;blfmtempl;blfmtunemp;blfmtunemr;blftaempl;blfttempl;blfttunemr;bmoy1intep;bmoy5intep;bmoy5intrn;bmoy5mov;bmoy5non;bmps;bmpscomm;bmpseng;bmpshealth;bmpssocial;bndtallind;bndtbusser;bndtgovser;bocffabric;bocfmanage;bocfteach;bocmmanage;bocmscieng;bpwmcsd;bpwmpop;bpwmusual;brlanglic;brlcathol;brlprotest;brlrcathol;brlunited;bsl9to13nc;bslg9;bslnunivc;bslunivdeg;bslunivnc;bslunivnd;gender1;first_month;lowincome;highincome;gender2;productcount;productcount6;tenure;tf100;tf101;tf102;tf103;tf107;tf108;tf122;tf124;tf128;tf129;tf27;tf28;tf29;tf31;tf32;tf33;tf34;tf35;tf36;tf37;tf38;tf39;tf42;tf46;tf47;tf49;tf50;tf51;tf52;tf55;tf56;tf57;tf58;tf62;tf65;tf68;tf70;tf71;tf72;tf73;tf74;tf75;tf76;tf77;tf80;tf88;tf89;tf90;tf91;tf92;tf93;tf94;tf95;tf96;tf99;gender3
negative;0,00;0,00;0,00;0,00;56,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,99;20,00;0,07;0,91;0,09;0,87;0,02;0,04;0,02;0,00;0,02;0,02;0,96;0,00;0,01;0,01;0,99;0,00;0,00;0,01;0,24;0,15;0,05;0,62;0,05;0,31;0,40;0,54;0,43;0,00;0,39;0,61;0,31;0,24;42070,00;41776,00;0,11;0,13;0,03;0,00;0,09;0,09;0,09;0,78;0,28;0,18;38560,00;33586,00;2868,00;0,25;0,97;0,00;0,01;0,89;0,03;17,50;0,07;6,60;0,03;0,12;13497,00;11621,00;1218,00;0,33;9,80;0,11;0,15;0,04;35085,00;28127,00;26125,00;2808,00;0,97;0,00;0,21;5,60;0,24;0,01;5,00;0,41;0,48;7,40;0,00;0,01;0,23;0,42;0,52;0,12;0,00;0,00;0,00;0,00;0,52;0,02;0,01;0,01;0,02;0,02;0,03;0,00;0,07;0,24;0,23;0,17;0,11;0,83;0,10;0,35;0,26;0,08;0,15;0,04;0,00;0,04;0,00;4,00;0,00;0,00;0,00;1,00;1,00;17,00;0,06;0,02;0,71;0,06;0,10;3,15;0,06;0,32;0,00;4,00;0,97;0,42;0,19;0,08;0,06;0,07;0,01;0,01;0,00;24,00;30,00;16,00;0,26;0,27;0,08;0,10;0,15;0,08;0,07;0,07;0,52;0,26;0,26;0,23;0,05;860,00;0,15;0,08;0,06;0,86;0,41;0,44;0,11;0,03;0,00;1,56;1,09;0,47;0,26;0,16;0,10;482,00;350,00;132,00;0,13;1,00
negative;0,00;0,00;0,99;0,00;261,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;66,00;0,09;0,82;0,09;0,73;0,09;0,02;0,09;0,09;0,06;0,00;0,95;0,00;0,00;0,00;1,00;0,00;0,00;0,02;0,38;0,47;0,00;0,47;0,21;0,26;0,50;0,45;0,24;0,00;0,57;0,53;0,00;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00;0,00;0,00;0,82;0,00;0,00;0,00;0,00;0,00;0,00;1,10;0,00;0,00;0,69;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,05;0,00;0,22;25,00;0,26;0,10;25,00;0,38;0,45;24,00;0,12;0,17;0,31;0,38;0,65;0,05;0,00;0,00;0,00;0,00;0,60;0,00;0,05;0,00;0,00;0,07;0,00;0,00;0,00;0,26;0,22;0,00;0,24;0,50;0,26;0,24;0,50;0,19;0,05;0,07;0,00;0,05;0,00;17,00;0,00;1,00;0,00;3,00;2,00;74,00;0,04;0,00;0,70;0,04;0,12;3,12;0,04;0,15;0,00;0,00;0,97;0,50;0,15;0,08;0,04;0,00;0,00;0,00;0,00;19,00;22,00;14,00;0,24;0,31;0,08;0,04;0,27;0,15;0,12;0,08;0,27;0,15;0,12;0,15;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,04;0,96;0,00;0,19;0,12;0,08;66,00;44,00;21,00;0,08;1,00
positive;0,00;0,00;1,00;0,00;687,00;0,00;0,00;0,00;0,00;0,90;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;51,00;0,14;0,81;0,21;0,50;0,19;0,03;0,10;0,02;0,04;0,13;0,86;0,01;0,00;0,00;0,99;0,01;0,00;0,07;0,27;0,04;0,15;0,65;0,13;0,21;0,70;0,08;0,04;0,02;0,34;0,67;0,24;0,40;48127,00;40384,00;0,19;0,08;0,01;0,00;0,14;0,19;0,12;0,79;0,19;0,42;50064,00;44160,00;0,00;0,19;0,98;0,00;0,01;0,67;0,00;7,20;0,00;0,00;0,07;0,05;18963,00;14112,00;0,00;0,00;0,00;0,09;0,14;0,04;38563,00;26065,00;22848,00;0,00;0,97;0,00;0,22;14,90;0,25;0,04;14,50;0,35;0,42;14,10;0,05;0,14;0,20;0,63;0,24;0,14;0,02;0,01;0,01;0,01;0,49;0,02;0,08;0,00;0,04;0,00;0,04;0,02;0,23;0,25;0,24;0,34;0,26;0,64;0,26;0,05;0,15;0,17;0,14;0,03;0,03;0,05;1,00;50,00;0,00;0,00;0,00;6,00;5,00;214,00;0,07;0,03;0,89;0,06;0,24;5,09;0,11;0,16;0,04;43,00;0,99;0,36;0,16;0,09;0,08;0,11;0,06;0,01;0,00;31,00;36,00;26,00;0,43;0,35;0,13;0,23;0,21;0,09;0,11;0,18;0,24;0,13;0,11;0,14;0,01;3530,00;0,05;0,03;0,02;0,13;0,08;0,04;0,04;0,01;0,00;0,80;0,70;0,11;0,23;0,13;0,11;561,00;371,00;190,00;0,10;0,00
negative;0,00;0,00;1,00;0,00;497,00;0,00;0,00;0,00;0,00;0,98;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;27,00;0,06;0,90;0,10;0,80;0,04;0,03;0,04;0,02;0,00;0,03;0,57;0,36;0,03;0,01;0,97;0,00;0,01;0,01;0,21;0,12;0,00;0,57;0,16;0,26;0,40;0,05;0,04;0,36;0,41;0,46;0,32;0,28;41627,00;39613,00;0,06;0,06;0,01;0,00;0,06;0,09;0,04;0,81;0,35;0,21;37814,00;34239,00;2394,00;0,14;0,64;0,21;0,00;0,66;0,00;13,40;0,00;3,20;0,02;0,06;12923,00;10635,00;1177,00;0,15;4,50;0,13;0,10;0,05;27329,00;24208,00;22462,00;1637,00;0,45;0,02;0,17;17,50;0,21;0,04;14,90;0,31;0,38;13,30;0,03;0,03;0,27;0,33;0,46;0,09;0,01;0,00;0,00;0,00;0,43;0,01;0,00;0,01;0,03;0,02;0,02;0,00;0,05;0,21;0,20;0,00;0,60;0,17;0,60;0,05;0,19;0,11;0,11;0,01;0,00;0,01;0,00;20,00;0,00;0,00;0,00;6,00;3,00;84,00;0,03;0,01;0,79;0,05;0,12;3,60;0,06;0,25;0,00;0,00;0,97;0,43;0,22;0,10;0,05;0,03;0,00;0,00;0,00;20,00;25,00;14,00;0,27;0,27;0,12;0,06;0,17;0,10;0,07;0,08;0,42;0,23;0,19;0,18;0,03;0,00;0,06;0,04;0,02;0,21;0,13;0,08;0,05;0,00;0,00;0,84;0,62;0,23;0,24;0,15;0,09;173,00;113,00;60,00;0,15;1,00
negative;0,00;0,00;0,99;1,00;195,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;0,10;0,89;0,15;0,77;0,05;0,04;0,06;0,02;0,04;0,04;0,74;0,06;0,03;0,02;0,96;0,00;0,00;0,04;0,31;0,28;0,03;0,72;0,07;0,22;0,40;0,29;0,15;0,06;0,36;0,64;0,15;0,54;56708,00;50888,00;0,13;0,14;0,04;0,00;0,10;0,15;0,10;0,74;0,16;0,51;55879,00;50229,00;3441,00;0,13;0,90;0,01;0,06;0,52;0,05;8,40;0,15;15,00;0,05;0,09;17617,00;14993,00;1321,00;0,62;17,00;0,11;0,21;0,02;41290,00;34042,00;30799,00;2022,00;0,86;0,00;0,22;7,40;0,29;0,03;8,70;0,40;0,50;10,70;0,00;0,02;0,15;0,41;0,50;0,19;0,03;0,00;0,01;0,01;0,55;0,03;0,05;0,00;0,03;0,02;0,03;0,01;0,03;0,29;0,26;0,08;0,33;0,38;0,32;0,11;0,15;0,06;0,16;0,08;0,04;0,10;1,00;38,00;0,00;0,00;0,00;5,00;2,00;162,00;0,06;0,03;0,79;0,04;0,17;4,13;0,09;0,32;0,00;0,00;0,99;0,32;0,18;0,12;0,08;0,06;0,01;0,00;0,00;28,00;34,00;20,00;0,31;0,22;0,12;0,13;0,16;0,10;0,06;0,06;0,52;0,26;0,26;0,25;0,04;940,00;0,06;0,04;0,03;0,22;0,06;0,16;0,03;0,03;0,00;1,30;1,03;0,28;0,34;0,21;0,13;965,00;702,00;263,00;0,19;0,00
positive;0,00;0,00;0,98;0,93;260,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;26,00;0,08;0,89;0,11;0,86;0,02;0,05;0,05;0,03;0,01;0,04;0,82;0,00;0,01;0,01;0,98;0,01;0,01;0,03;0,22;0,09;0,14;0,68;0,04;0,27;0,40;0,32;0,23;0,00;0,35;0,64;0,05;0,77;84556,00;73293,00;0,06;0,22;0,04;0,03;0,09;0,09;0,06;0,77;0,11;0,70;78991,00;69780,00;5185,00;0,09;0,92;0,00;0,07;0,49;0,11;4,90;0,05;5,80;0,07;0,06;20988,00;17995,00;1762,00;0,28;7,80;0,06;0,23;0,03;66439,00;54846,00;48717,00;4433,00;0,86;0,00;0,21;0,00;0,27;0,01;4,80;0,38;0,48;2,70;0,04;0,02;0,07;0,43;0,49;0,21;0,07;0,04;0,01;0,03;0,49;0,06;0,02;0,00;0,00;0,01;0,07;0,01;0,16;0,26;0,25;0,16;0,11;0,46;0,10;0,19;0,11;0,02;0,12;0,26;0,07;0,09;1,00;39,00;0,00;0,00;0,00;3,00;3,00;170,00;0,09;0,10;0,72;0,06;0,17;3,79;0,14;0,40;0,00;0,00;0,99;0,30;0,13;0,10;0,07;0,10;0,08;0,04;0,03;41,00;55,00;26,00;0,32;0,23;0,07;0,22;0,06;0,03;0,03;0,04;0,68;0,33;0,36;0,24;0,07;564,00;0,20;0,13;0,07;0,99;0,54;0,45;0,09;0,07;0,01;5,41;4,41;1,02;0,40;0,23;0,17;1702,00;1212,00;490,00;0,18;0,00
negative;0,95;0,00;1,00;0,00;2661,00;0,00;0,00;0,00;0,00;0,97;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,09;0,94;0,09;0,02;0,98;105,00;0,13;0,93;0,13;0,80;0,00;0,04;0,07;0,00;0,00;0,00;0,81;0,04;0,04;0,04;0,96;0,00;0,01;0,04;0,28;0,21;0,00;0,55;0,24;0,21;0,40;0,28;0,09;0,06;0,22;0,76;0,00;0,00;0,00;0,00;0,00;0,22;0,05;0,03;0,12;0,12;0,00;0,82;0,21;0,30;37471,00;33971,00;4226,00;0,27;0,88;0,00;0,08;0,70;0,00;14,40;0,00;0,00;0,05;0,09;14936,00;12643,00;1863,00;0,00;0,00;0,16;0,16;0,05;0,00;27384,00;23219,00;3208,00;0,92;0,00;0,25;9,50;0,28;0,03;8,00;0,47;0,58;12,00;0,04;0,03;0,21;0,45;0,39;0,19;0,00;0,03;0,03;0,03;0,65;0,00;0,08;0,00;0,03;0,03;0,00;0,00;0,25;0,30;0,27;0,13;0,43;0,32;0,43;0,03;0,18;0,09;0,10;0,10;0,04;0,09;0,00;49,00;0,00;0,00;0,00;6,00;5,00;213,00;0,05;0,02;0,78;0,04;0,14;3,92;0,06;0,26;0,01;48,00;0,98;0,36;0,19;0,09;0,09;0,08;0,02;0,01;0,01;28,00;34,00;19,00;0,33;0,26;0,11;0,15;0,24;0,13;0,10;0,09;0,40;0,22;0,19;0,22;0,02;1470,00;0,07;0,05;0,03;0,20;0,11;0,09;0,04;0,02;0,01;1,52;1,22;0,31;0,28;0,17;0,11;2703,00;1798,00;904,00;0,16;1,00
positive;0,00;0,00;0,99;0,00;2768,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;70,00;0,13;0,84;0,16;0,79;0,03;0,05;0,07;0,06;0,01;0,04;0,81;0,00;0,02;0,02;0,98;0,00;0,00;0,03;0,28;0,09;0,11;0,77;0,06;0,17;0,40;0,25;0,13;0,00;0,43;0,56;0,13;0,54;57014,00;53962,00;0,06;0,18;0,02;0,05;0,16;0,17;0,12;0,71;0,12;0,53;53045,00;53803,00;2960,00;0,14;0,89;0,00;0,09;0,45;0,07;6,20;0,03;3,90;0,06;0,06;19417,00;17976,00;1337,00;0,36;10,00;0,07;0,17;0,05;41665,00;32243,00;27945,00;2359,00;0,87;0,00;0,23;3,40;0,29;0,01;4,10;0,44;0,54;2,90;0,02;0,11;0,20;0,43;0,45;0,19;0,03;0,02;0,00;0,02;0,56;0,07;0,12;0,00;0,01;0,04;0,06;0,04;0,08;0,29;0,26;0,21;0,15;0,57;0,15;0,12;0,13;0,02;0,12;0,19;0,08;0,12;0,00;49,00;0,00;1,00;1,00;6,00;5,00;213,00;0,03;0,01;0,74;0,06;0,11;3,43;0,15;0,31;0,02;48,00;0,98;0,36;0,20;0,09;0,07;0,07;0,01;0,00;0,00;25,00;31,00;20,00;0,36;0,29;0,10;0,10;0,11;0,06;0,06;0,08;0,52;0,23;0,29;0,22;0,06;990,00;0,08;0,03;0,05;0,48;0,16;0,32;0,03;0,02;0,00;1,02;0,65;0,36;0,25;0,14;0,11;618,00;374,00;244,00;0,16;0,00
negative;0,00;0,00;1,00;0,00;194,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;56,00;0,06;0,91;0,09;0,88;0,03;0,03;0,03;0,03;0,00;0,01;0,64;0,01;0,05;0,04;0,95;0,01;0,00;0,03;0,22;0,06;0,00;0,82;0,10;0,07;0,40;0,20;0,16;0,04;0,24;0,75;0,12;0,36;53866,00;43812,00;0,18;0,14;0,06;0,00;0,09;0,09;0,09;0,64;0,18;0,22;38295,00;25772,00;3407,00;0,41;0,92;0,00;0,05;0,68;0,06;19,50;0,18;18,50;0,04;0,19;17550,00;15360,00;1385,00;0,85;20,00;0,09;0,13;0,06;0,00;29396,00;21889,00;3466,00;0,92;0,00;0,16;0,00;0,22;0,02;9,40;0,31;0,40;9,80;0,00;0,05;0,07;0,32;0,64;0,11;0,04;0,00;0,00;0,01;0,44;0,02;0,05;0,00;0,00;0,04;0,05;0,01;0,18;0,22;0,19;0,05;0,24;0,61;0,19;0,18;0,30;0,15;0,09;0,10;0,02;0,06;0,00;13,00;0,00;0,00;0,00;1,00;1,00;54,00;0,03;0,02;0,58;0,04;0,05;2,39;0,09;0,47;0,00;0,00;1,00;0,36;0,27;0,09;0,04;0,04;0,01;0,00;0,00;24,00;29,00;20,00;0,27;0,19;0,12;0,05;0,10;0,04;0,04;0,03;0,65;0,25;0,41;0,19;0,06;810,00;0,10;0,04;0,05;0,50;0,21;0,29;0,04;0,03;0,01;1,21;0,94;0,27;0,27;0,13;0,13;1082,00;540,00;542,00;0,16;1,00
negative;0,00;0,00;1,00;0,00;47,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,16;0,84;0,20;0,64;0,04;0,04;0,12;0,04;0,01;0,01;0,68;0,02;0,04;0,04;0,96;0,04;0,00;0,04;0,32;0,11;0,00;0,63;0,11;0,26;0,50;0,11;0,09;0,07;0,26;0,74;0,35;0,09;31790,00;29604,00;0,35;0,18;0,02;0,00;0,17;0,26;0,17;0,57;0,35;0,08;26732,00;23458,00;2220,00;0,43;0,78;0,02;0,18;0,48;0,02;16,10;0,28;27,90;0,05;0,11;17342,00;13809,00;1922,00;1,96;38,20;0,15;0,09;0,12;0,00;19323,00;17530,00;1465,00;0,80;0,00;0,25;17,90;0,28;0,05;15,90;0,38;0,54;11,30;0,02;0,06;0,25;0,72;0,24;0,18;0,02;0,02;0,02;0,03;0,60;0,03;0,05;0,00;0,02;0,00;0,02;0,04;0,28;0,28;0,28;0,03;0,28;0,29;0,27;0,07;0,15;0,14;0,24;0,05;0,02;0,06;1,00;12,00;0,00;0,00;0,00;1,00;1,00;49,00;0,00;0,00;0,76;0,02;0,07;3,12;0,12;0,19;0,00;0,00;0,98;0,48;0,26;0,05;0,00;0,00;0,00;0,00;0,00;17,00;18,00;16,00;0,36;0,40;0,17;0,02;0,24;0,12;0,12;0,07;0,29;0,10;0,17;0,14;0,00;0,00;0,05;0,00;0,02;0,10;0,00;0,05;0,05;0,00;0,00;0,15;0,05;0,13;0,12;0,05;0,07;96,00;41,00;54,00;0,07;0,00
positive;0,00;0,00;1,00;0,00;329,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,99;0,00;0,00;0,00;0,00;0,99;37,00;0,13;0,83;0,17;0,61;0,04;0,03;0,09;0,04;0,00;0,02;0,84;0,01;0,02;0,02;0,97;0,00;0,01;0,05;0,29;0,12;0,05;0,56;0,07;0,35;0,40;0,31;0,22;0,02;0,43;0,56;0,23;0,41;51744,00;42219,00;0,14;0,17;0,04;0,02;0,00;0,00;0,00;0,90;0,26;0,35;38998,00;27764,00;3839,00;0,33;0,94;0,03;0,02;0,45;0,00;13,70;0,17;20,90;0,06;0,10;20737,00;14833,00;2667,00;1,26;31,70;0,19;0,11;0,08;0,00;27283,00;24115,00;2486,00;0,89;0,02;0,28;7,10;0,30;0,03;9,40;0,45;0,51;11,30;0,03;0,05;0,09;0,49;0,43;0,14;0,02;0,00;0,00;0,03;0,57;0,06;0,02;0,00;0,04;0,02;0,03;0,00;0,28;0,30;0,30;0,02;0,36;0,32;0,36;0,11;0,26;0,06;0,14;0,14;0,03;0,04;0,00;14,00;1,00;0,00;0,00;3,00;3,00;61,00;0,06;0,00;0,78;0,03;0,13;3,70;0,06;0,22;0,00;0,00;0,97;0,41;0,16;0,09;0,06;0,03;0,00;0,00;0,00;23,00;25,00;20,00;0,28;0,25;0,09;0,06;0,19;0,09;0,06;0,06;0,31;0,16;0,16;0,13;0,03;600,00;0,09;0,06;0,03;0,44;0,13;0,31;0,03;0,03;0,00;1,51;1,28;0,26;0,22;0,13;0,09;250,00;139,00;111,00;0,09;1,00
negative;0,00;0,00;1,00;0,00;1008,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;33,00;0,16;0,84;0,19;0,76;0,03;0,04;0,08;0,05;0,00;0,00;0,77;0,01;0,03;0,02;0,97;0,01;0,00;0,04;0,28;0,18;0,04;0,70;0,09;0,21;0,40;0,16;0,12;0,04;0,31;0,70;0,36;0,25;34148,00;29565,00;0,28;0,16;0,02;0,02;0,14;0,14;0,11;0,67;0,32;0,14;28490,00;22241,00;2413,00;0,43;0,96;0,00;0,02;0,53;0,02;20,20;0,23;24,20;0,02;0,13;13589,00;10905,00;1324,00;0,92;29,60;0,13;0,08;0,08;0,00;18789,00;15321,00;1835,00;0,98;0,00;0,18;20,00;0,24;0,08;25,00;0,38;0,49;18,40;0,05;0,13;0,24;0,46;0,50;0,13;0,02;0,00;0,00;0,02;0,57;0,02;0,03;0,02;0,04;0,02;0,02;0,00;0,18;0,24;0,22;0,02;0,24;0,67;0,24;0,18;0,20;0,13;0,20;0,04;0,02;0,04;0,00;38,00;0,00;0,00;0,00;4,00;2,00;165,00;0,04;0,00;0,72;0,05;0,07;2,99;0,09;0,30;0,00;0,00;1,00;0,46;0,26;0,07;0,04;0,04;0,00;0,00;0,00;20,00;24,00;15,00;0,30;0,32;0,13;0,04;0,17;0,11;0,05;0,07;0,52;0,26;0,26;0,19;0,04;1000,00;0,07;0,02;0,04;0,35;0,22;0,13;0,04;0,02;0,00;0,46;0,34;0,13;0,20;0,11;0,09;335,00;226,00;109,00;0,11;1,00
negative;0,00;0,00;1,00;0,00;518,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;189,00;0,09;0,88;0,12;0,79;0,06;0,05;0,06;0,03;0,01;0,03;0,92;0,01;0,01;0,01;0,99;0,00;0,00;0,02;0,26;0,04;0,16;0,74;0,03;0,25;0,40;0,28;0,21;0,01;0,58;0,42;0,16;0,40;43887,00;46181,00;0,16;0,15;0,06;0,00;0,12;0,15;0,13;0,68;0,19;0,38;42465,00;44328,00;2099,00;0,19;0,97;0,00;0,03;0,50;0,07;13,70;0,14;14,00;0,05;0,13;16651,00;14024,00;1075,00;0,45;14,10;0,12;0,13;0,04;33905,00;26436,00;25050,00;1658,00;0,95;0,00;0,20;6,10;0,25;0,02;8,20;0,40;0,48;6,90;0,02;0,11;0,28;0,51;0,40;0,15;0,01;0,00;0,01;0,00;0,52;0,02;0,06;0,01;0,02;0,00;0,04;0,01;0,11;0,25;0,21;0,20;0,17;0,65;0,16;0,25;0,21;0,04;0,17;0,03;0,02;0,07;0,00;49,00;0,00;0,00;0,00;2,00;1,00;211,00;0,03;0,00;0,75;0,05;0,12;3,64;0,09;0,27;0,01;25,00;0,99;0,36;0,22;0,11;0,07;0,04;0,00;0,00;0,00;23,00;29,00;17,00;0,32;0,24;0,13;0,08;0,14;0,07;0,08;0,07;0,45;0,20;0,25;0,24;0,02;696,00;0,10;0,05;0,04;0,37;0,17;0,18;0,05;0,03;0,00;0,51;0,42;0,10;0,24;0,15;0,09;472,00;308,00;164,00;0,14;1,00
positive;1,00;0,00;0,99;0,99;6175,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;44,00;0,15;0,75;0,20;0,55;0,05;0,03;0,05;0,05;0,00;0,02;0,83;0,01;0,00;0,00;0,98;0,00;0,00;0,03;0,31;0,11;0,13;0,61;0,14;0,25;0,40;0,38;0,30;0,04;0,22;0,75;0,20;0,20;32296,00;21418,00;0,45;0,13;0,04;0,00;0,10;0,19;0,10;0,52;0,32;0,11;24522,00;19216,00;2306,00;0,52;0,95;0,00;0,00;0,49;0,04;22,50;0,29;26,40;0,08;0,10;17175,00;13015,00;1698,00;1,43;33,30;0,17;0,11;0,13;0,00;20881,00;19111,00;1721,00;0,92;0,00;0,20;27,60;0,27;0,06;18,90;0,36;0,46;16,10;0,04;0,09;0,38;0,64;0,15;0,13;0,02;0,00;0,00;0,02;0,54;0,06;0,04;0,00;0,00;0,02;0,00;0,03;0,20;0,27;0,26;0,10;0,25;0,37;0,23;0,06;0,28;0,15;0,14;0,05;0,05;0,11;0,00;45,00;0,00;0,00;1,00;9,00;5,00;193,00;0,06;0,03;0,77;0,05;0,16;4,02;0,08;0,21;0,01;249,00;0,98;0,37;0,18;0,11;0,07;0,06;0,02;0,01;0,01;29,00;36,00;20,00;0,29;0,25;0,11;0,11;0,20;0,12;0,08;0,08;0,46;0,24;0,21;0,22;0,03;796,00;0,11;0,07;0,04;0,55;0,29;0,26;0,06;0,03;0,01;2,53;1,99;0,54;0,26;0,16;0,10;6558,00;4791,00;1766,00;0,13;0,00
positive;0,95;0,00;1,00;0,00;296,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;30,00;0,30;0,70;0,40;0,40;0,00;0,03;0,20;0,00;0,00;0,00;0,78;0,03;0,05;0,03;0,95;0,00;0,00;0,05;0,32;0,26;0,00;0,59;0,06;0,35;0,40;0,25;0,16;0,05;0,39;0,61;0,00;0,00;0,00;0,00;0,00;0,24;0,00;0,00;0,00;0,44;0,00;0,22;0,37;0,09;25078,00;23041,00;1856,00;0,44;0,91;0,00;0,08;0,37;0,03;18,00;0,00;0,00;0,07;0,11;17634,00;15024,00;1646,00;0,00;0,00;0,17;0,11;0,12;0,00;20430,00;17980,00;2086,00;0,92;0,00;0,22;18,20;0,28;0,08;22,20;0,45;0,53;13,00;0,00;0,04;0,08;0,67;0,30;0,26;0,04;0,03;0,00;0,00;0,59;0,07;0,05;0,00;0,09;0,00;0,05;0,00;0,28;0,29;0,28;0,13;0,20;0,42;0,20;0,16;0,14;0,07;0,26;0,14;0,04;0,08;0,00;27,00;0,00;0,00;1,00;3,00;2,00;116,00;0,00;0,00;0,67;0,00;0,11;3,16;0,11;0,33;0,00;0,00;1,00;0,39;0,22;0,11;0,00;0,00;0,00;0,00;0,00;22,00;23,00;22,00;0,28;0,28;0,17;0,00;0,17;0,11;0,06;0,00;0,39;0,17;0,22;0,11;0,06;0,00;0,06;0,00;0,00;0,56;0,00;0,00;0,00;0,00;0,00;0,45;0,25;0,00;0,22;0,11;0,11;114,00;40,00;74,00;0,11;0,00
